Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
208333118	The Power of Broke: How Empty Pockets, a Tight Budget, and a Hunger for Success Can Become Your Greatest Competitive Advantage	5	John, Daymond	Author	Paisner, Daniel	Author	Currency (2016), 288 pages	2016		3			The Power of Broke: How Empty Pockets, a Tight Budget, and a Hunger for Success Can Become Your Greatest Competitive Advantage by Daymond John (2016)	Hardcover	288 p.; 8.55 inches	0.8 pounds	8.55 inches	1 inch	5.85 inches	8.55 x 5.85 x 1 inches	288 				[2021-09-05]			nonfiction	Read but unowned	English	English	HD62.5 .J6336	[1101903597]	1101903597, 9781101903599		658.11	Management > Management and auxiliary services > Of Corporate Finance > Startup Management > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			16989420				
208333119	Inventing the Future: Postcapitalism and a World Without Work	1	Srnicek, Nick	Author	Williams, Alex	Author	Verso (2015), 256 pages	2015		3			Inventing the Future: Postcapitalism and a World Without Work by Nick Srnicek (2015)	Paperback	245 p.; 9.2 inches	0.80909650154 pounds	9.2 inches	0.8 inches	6 inches	9.2 x 6 x 0.8 inches	245 				[2021-09-07]				Read but unowned	English	English	HM891 .S76	[1784780960]	1784780960, 9781784780968		303.44	Growth and development > Social Processes > Social Sciences > Social Sciences > Social change		1	amazon.com books	[2021-11-11]			16610105				
208333120	The Education of a Value Investor: My Transformative Quest for Wealth, Wisdom, and Enlightenment	5	Spier, Guy	Author			St. Martin's Press (2014), 224 pages	2014		3			The Education of a Value Investor: My Transformative Quest for Wealth, Wisdom, and Enlightenment by Guy Spier (2014)	Hardcover	224 p.; 9.59 inches	0.89948602896 pounds	9.5901383 inches	0.88 inches	6.5799081 inches	9.5901383 x 6.5799081 x 0.88 inches	224 				[2021-04-21]			nonfiction	Read but unowned	English	English	HG4928.S65 A3	[1137278811]	1137278811, 9781137278814		332.6092	Biography > Biography And History > Economics > Finance > Investing > Social Sciences		1	amazon.com books	[2021-11-11]			15250617				
208333121	Making Work Human: How Human-Centered Companies are Changing the Future of Work and the World	1	Mosley, Eric	Author	Irvine, Derek	Author	McGraw-Hill Education (2020), Edition: 1, 304 pages	2020		2			Making Work Human: How Human-Centered Companies are Changing the Future of Work and the World by Eric Mosley (2020)	Hardcover	304 p.; 9.1 inches	1.15963149812 pounds	9.1 inches	1.2 inches	5.9 inches	9.1 x 5.9 x 1.2 inches	304 				[2021-08-28]			nonfiction	Read but unowned	English	English	HF5549.M63 .M675	[1260464202]	1260464202, 9781260464207		658.314	Elements of personnel management > Management > Management and auxiliary services > Motivation, morale, discipline > Of Personnel > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			26183858				
208333122	Do Nothing: How to Break Away from Overworking, Overdoing, and Underliving	1	Headlee, Celeste	Author			Harmony (2020), 288 pages	2020		3			Do Nothing: How to Break Away from Overworking, Overdoing, and Underliving by Celeste Headlee (2020)	Hardcover	288 p.; 8.54 inches	0.85 pounds	8.54 inches	0.99 inches	5.78 inches	8.54 x 5.78 x 0.99 inches	288 				[2021-09-09]			nonfiction	Read but unowned	English	English	BJ1498 .H385	[1984824732]	1984824732, 9781984824738		158	Applied Psychology > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			23872837				
208333124	Accidental Genius: Revolutionize Your Thinking Through Private Writing	1	Levy, Mark	Author			Berrett-Koehler Publishers (2010), Edition: Second Edition, New edition, Revised and updated, 208 pages	2010		4			Accidental Genius: Revolutionize Your Thinking Through Private Writing by Mark Levy (2010)	Paperback	192 p.; 8.56 inches	0.00220462262 pounds	8.56 inches	0.56 inches	5.56 inches	8.56 x 5.56 x 0.56 inches	192 				[2021-09-11]				Read but unowned	English	English	PE1479.B87 L48	[1605095257]	1605095257, 9781605095257		808.042	By Topic > English > Handbooks for writers > Literature > Rhetoric and anthologies > Rhetoric and anthologies		1	amazon.com books	[2021-11-11]			10366696				
208333125	The Most Important Thing: Uncommon Sense for the Thoughtful Investor: Uncommon Sense for Thoughtful Investors (Columbia Business School Publishing)	5	Marks, Howard	Author			Columbia University Press (2011), Edition: Illustrated, 196 pages	2011		3			The Most Important Thing: Uncommon Sense for the Thoughtful Investor: Uncommon Sense for Thoughtful Investors (Columbia Business School Publishing) by Howard Marks (2011)	Hardcover	200 p.; 9.24 inches	0.95 pounds	9.24 inches	0.83 inches	6.34 inches	9.24 x 6.34 x 0.83 inches	200 				[2021-09-02]			nonfiction	Read but unowned	English	English	HG4521 .M3216	[0231153686]	0231153686, 9780231153683		332.6	Economics > Finance > Investing > Social Sciences		1	amazon.com books	[2021-11-11]			11125704				
208333126	The ONE Thing: The Surprisingly Simple Truth About Extraordinary Results	5	Keller	Author	Keller|Papasan	Author|Author	Bard Press (2013), Edition: 1, 240 pages	2013		4			The ONE Thing: The Surprisingly Simple Truth About Extraordinary Results by Keller (2013)	Hardcover	240 p.; 8.54 inches	1.15 pounds	8.54 inches	0.8 inches	6.03 inches	8.54 x 6.03 x 0.8 inches	240 				[2021-06-25]			nonfiction	Read but unowned	English	English	HF5386 .K2676	[9781885167774]	9781885167774, 1885167776		650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			13787143				
208333127	168 Hours: You Have More Time Than You Think	1	Vanderkam, Laura	Author			Portfolio Hardcover (2010), 272 pages	2010		3			168 Hours: You Have More Time Than You Think by Laura Vanderkam (2010)	Hardcover	262 p.; 9.32 inches	1 pound	9.32 inches	1.13 inches	6.32 inches	9.32 x 6.32 x 1.13 inches	262 				[2021-09-16]			nonfiction	Read but unowned	English	English	HD69.T54 V36	[1591843316]	1591843316, 9781591843313		658.4093	Executive > Management > Management and auxiliary services > Personal Aspects > Technology and Application of Knowledge > Time Management		1	amazon.com books	[2021-11-11]			9573458				
208333128	Sideways Stories from Wayside School	1	Sachar, Louis	Author			Bloomsbury Publishing PLC (2004), 144 pages	2004		4			Sideways Stories from Wayside School by Louis Sachar (2004)	Paperback	144 p.	0.35 pounds	7.56 inches	0.47 inches	5.04 inches	7.56 x 5.04 x 0.47 inches	144 				[2021-10-02]				Read but unowned	English	English	PZ7.S1185 S	[0747571775]	0747571775, 9780747571773	Humorous Stories|Humorous fiction|Humorous stories|Schools > FIction|Schools > Fiction|Schools > Juvenile Fiction|Schools > Juvenile fiction|Schools > fiction|humorous fiction|humorous stories	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			38432				
208333129	The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich	5	Ferriss, Timothy	Author			Harmony (2007), Edition: 1st, First Edition, 320 pages	2007		4			The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich by Timothy Ferriss (2007)	Hardcover	308 p.	1 pounds	8.1 inches	1.3 inches	5.6 inches	8.1 x 5.6 x 1.3 inches	308 				[2021-07-31]			nonfiction	Read but unowned	English	English	HD6955 .F435	[0307353133]	0307353133, 9780307353139	Part-time self-employment|Quality of Life|Quality of life|Quality of work life|Self-actualization (Psychology)|Self-actualization (psychology)|Self-realization	650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			2174241				
208333130	Weaponized Lies: How to Think Critically in the Post-Truth Era	1	Levitin, Daniel J.	Author			Dutton (2017), Edition: Reprint, 320 pages	2017		3			Weaponized Lies: How to Think Critically in the Post-Truth Era by Daniel J. Levitin (2017)	Paperback	320 p.; 7.92 inches	0.5 pounds	7.92 inches	0.69 inches	5.29 inches	7.92 x 5.29 x 0.69 inches	320 				[2021-09-08]				Read but unowned	English	English	BC177 .L486	[9781101983829]	9781101983829, 1101983825		153.42	Cognition And Memory > Critical Thinking > Philosophy and Psychology > Psychology > Thought, thinking, reasoning, intuition, value, judgment		1	amazon.com books	[2021-11-11]			17914137				
208333131	The Kindness Method: Changing Habits for Good	5	Izadi, Shahroo	Author	Bate, Marisa	Foreword	Bluebird (2018), Edition: Main Market, 208 pages	2018		4			The Kindness Method: Changing Habits for Good by Shahroo Izadi (2018)	Paperback	256 p.; 9.13 inches	0.61068046574 pounds	9.13384 inches	0.66929 inches	6.02361 inches	9.13384 x 6.02361 x 0.66929 inches	256 				[2021-06-30]			nonfiction	Read but unowned	English	English		[1509881824]	1509881824, 9781509881826		158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			21966281				
208333132	Make Time: How to Focus on What Matters Every Day	1	Knapp, Jake	Author	Zeratsky, John	Author	Currency (2018), Edition: Illustrated, 304 pages	2018		4			Make Time: How to Focus on What Matters Every Day by Jake Knapp (2018)	Hardcover	287 p.; 8.52 inches	1.15 pounds	8.52 inches	0.92 inches	5.6 inches	8.52 x 5.6 x 0.92 inches	287 				[2021-08-01]			nonfiction	Read but unowned	English	English	BF637.T5	[0525572422]	0525572422, 9780525572428		650.11	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge > Time management		1	amazon.com books	[2021-11-11]			22348415				
208333133	Pandemic: Tracking Contagions, from Cholera to Ebola and Beyond	1	Shah, Sonia	Author			Sarah Crichton Books (2016), Edition: 1st, 288 pages	2016		3			Pandemic: Tracking Contagions, from Cholera to Ebola and Beyond by Sonia Shah (2016)	Hardcover	288 p.; 9.23 inches	1.07144659332 pounds	9.23 inches	0.95 inches	6.33 inches	9.23 x 6.33 x 0.95 inches	288 				[2021-09-14]				Read but unowned	English	English	RA643 .S52	[0374122881]	0374122881, 9780374122881		362.1	People with physical ailments > Social Sciences > Social problems and services; associations > Social problems of & services to groups of people		1	amazon.com books	[2021-11-11]			16096163				
208333134	Wayside School Beneath the Cloud of Doom (Wayside School, 4)	1	Sachar, Louis	Author	Heitz, Tim	Illustrator	HarperCollins (2020), Edition: Illustrated, 192 pages	2020		5			Wayside School Beneath the Cloud of Doom (Wayside School, 4) by Louis Sachar (2020)	Hardcover	192 p.; 8.25 inches	0.6 pounds	8.25 inches	0.73 inches	5.5 inches	8.25 x 5.5 x 0.73 inches	192 				[2021-10-27]				Read but unowned, Favorites	English	English	PZ7.S1185 W	[0062965387]	0062965387, 9780062965387		813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			24122929				
208333135	Wayside School Is Falling Down	1	Sachar, Louis	Author	McCauley, Adam	Illustrator	HarperCollins (2004), 152 pages	1990		4			Wayside School Is Falling Down by Louis Sachar (1990)	Paperback	152 p.	0.17 pounds	6.82 inches	0.45 inches	4.18 inches	6.82 x 4.18 x 0.45 inches	152 				[2021-10-14]				Read but unowned	English	English	PZ7.S1185 W	[0380731509]	0380731509, 9780380731503	Children's stories|Humorous Stories|Humorous stories|Schools > FIction|Schools > Fiction|Schools > Juvenile Fiction|Schools > Juvenile fiction|Schools > fiction|Show-and-tell presentations > Fiction|Wayside School (Imaginary organization) > Juvenile fiction|humorous stories	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			2024346				
208333136	Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3)	1	Riordan, Rick	Author			Disney-Hyperion (2017), Edition: First Edition, 432 pages	2017		5			Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3) by Rick Riordan (2017)	Hardcover	410 p.; 8.63 inches	1.3 pounds	8.625 inches	1.375 inches	5.875 inches	8.625 x 5.875 x 1.375 inches	410 				[2021-11-05]				Read but unowned	English	English	PZ7.R4829 S	[1423160932]	1423160932, 9781423160939		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			17600302				
208333137	Hammers on Bone (Persons Non Grata Book 1)	1	Khaw, Cassandra	Author			Tordotcom (2016), 110 pages	2016		4			Hammers on Bone (Persons Non Grata Book 1) by Cassandra Khaw (2016)	Ebook	68 p.						68 				[2021-10-31]				Read but unowned	English	English	PR9619.4.K49	[]			823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			18111207				
208333140	Mind over Money: The Psychology of Money and How to Use It Better	1	Hammond, Claudia	Author			Harper Perennial (2016), 376 pages	2016		3			Mind over Money: The Psychology of Money and How to Use It Better by Claudia Hammond (2016)	Ebook	384 p.						384 				[2021-07-07]			nonfiction	Read but unowned	English	English	HG222.3 .H36	[]			332.401	Economics > Finance > Money > Social Sciences		1	amazon.com books	[2021-11-11]			17559051				
208333141	Emotional Intelligence: Why It Can Matter More Than IQ	1	Goleman, Daniel	Author			Bantam (2006), Edition: Revised, 352 pages	2006		3			Emotional Intelligence: Why It Can Matter More Than IQ by Daniel Goleman (2006)	Hardcover	384 p.; 9.5 inches	1.4 pounds	9.5 inches	1.5 inches	6.4 inches	9.5 x 6.4 x 1.5 inches	384 				[2021-08-04]			nonfiction	Read but unowned	English	English	BF561 .G65	[055380491X]	055380491X, 9780553804911	Cognition|Educational/Cultural films and video|Emotional intelligence|Emotionele intelligentie|Emotions|Emotions > Social aspects|Emotions and cognition|Emotions--Social aspects|Intelligence �emotionnelle|emotions|�Emotions|�Emotions et cognition	152.4	Emotions > Emotions And Senses > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			2510				
208333142	The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future	6	Guillebeau, Chris	Author			Currency (2012), Edition: Illustrated, 304 pages	2012		3			The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future by Chris Guillebeau (2012)	Hardcover	268 p.; 8.54 inches	0.9 pounds	8.54 inches	1.08 inches	5.77 inches	8.54 x 5.77 x 1.08 inches	268 				[2021-05-12]			nonfiction	Read but unowned	English	English	HD62 .G854	[0307951529]	0307951529, 9780307951526		658.1	Management > Management and auxiliary services > Of Corporate Finance > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			12407313				
208333147	The 3-Minute Rule: Say Less to Get More from Any Pitch or Presentation	5	Pinvidic, Brant				Portfolio, Kindle Edition, 256 pages	2019		4			The 3-Minute Rule: Say Less to Get More from Any Pitch or Presentation by Brant Pinvidic (2019)	Ebook							256 				[2021-04-25]			nonfiction	Read but unowned		English	HF5718.22 .P57	[]			658.45	Communication > Executive > Management > Management and auxiliary services > Technology and Application of Knowledge		1		[2021-11-11]			23894191				
208333149	The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)	5	Riordan, Rick				Disney Hyperion, Kindle Edition, 528 pages	2016		4			The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2) by Rick Riordan (2016)	Ebook							528 				[2021-10-31]				Read but unowned		English	PZ7.R4829 H	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			16791973				
208333150	The Lightning Thief (Percy Jackson and the Olympians, #1)	5	Riordan, Rick				Disney Hyperion Books, Paperback, 377 pages	2006		5			The Lightning Thief (Percy Jackson and the Olympians, #1) by Rick Riordan (2006)	Paperback							377 				[2021-05-04]				Read but unowned, Favorites		English	PZ7.R4829 L	[]		Camps > Fiction|Children's stories|Fantasy fiction|Fathers and sons > Fiction|Friendship > Fiction|Gods, Greek > Juvenile fiction|Hades (Greek deity) > Fiction|Large Type Books|Large type books|Mythology, Greek > Fiction|Mythology, Greek > Juvenile fiction|Poseidon (Greek deity) > Fiction|Zeus (Greek deity) > Fiction|fantasy fiction	813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			173670				
208333152	Keep Going: 10 Ways to Stay Creative in Good Times and Bad	1	Kleon, Austin				Workman Publishing Company, Kindle Edition, 224 pages	2019		5			Keep Going: 10 Ways to Stay Creative in Good Times and Bad by Austin Kleon (2019)	Ebook							224 				[2021-07-08]			nonfiction	Read but unowned, Favorites		English	BF408 .K568	[]			153.35	Cognition And Memory > Creativity > Creativity And Visualization > Philosophy and Psychology > Psychology		1		[2021-11-11]			22424745				
208333153	Enlightenment Now: The Case for Reason, Science, Humanism, and Progress	1	Pinker, Steven	Author			Viking (2018), Edition: Illustrated, 576 pages	2018		1			Enlightenment Now: The Case for Reason, Science, Humanism, and Progress by Steven Pinker (2018)	Hardcover	576 p.; 9.53 inches	1.9 pounds	9.53 inches	1.68 inches	6.44 inches	9.53 x 6.44 x 1.68 inches	576 				[2021-04-11]				Read but unowned	English	English	HM891 .P56	[0525427570]	0525427570, 9780525427575		303.44	Growth and development > Social Processes > Social Sciences > Social Sciences > Social change		1	amazon.com books	[2021-11-11]			20208904				
208333154	WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game	1	Wambach, Abby	Author			Celadon Books (2019), 112 pages	2019		3			WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game by Abby Wambach (2019)	Hardcover	112 p.; 7.12 inches	0.45 pounds	7.12 inches	5 inches	7.12 inches	7.12 x 7.12 x 5 inches	112 				[2021-04-13]				Read but unowned	English	English	HQ1206 .W245	[1250217709]	1250217709, 9781250217707		155.3	Developmental And Differential Psychology > Philosophy and Psychology > Psychology > Sexuality and Gender		1	amazon.com books	[2021-11-11]			22777291				
208333155	The Owner's Manual for the Brain (4th Edition): The Ultimate Guide to Peak Mental Performance at All Ages	5	Howard, Pierce	Author			William Morrow Paperbacks (2014), Edition: 4th Revised ed., 1056 pages	2014					The Owner's Manual for the Brain (4th Edition): The Ultimate Guide to Peak Mental Performance at All Ages by Pierce Howard (2014)	Paperback	1056 p.; 9 inches	2.7998707274 pounds	9 inches	1.64 inches	7 inches	9 x 7 x 1.64 inches	1056 							nonfiction	Did Not Finish	English	English	QP376 .H76	[0062227351]	0062227351, 9780062227355	Brain|Neuropsychology|brain	612.82	Central nervous system > Human physiology > Medicine and health > Nervous system > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			177541				
208333156	The Rules of Contagion: Why Things Spread - and Why They Stop	5	Kucharski, Adam				Wellcome Collection, Hardcover, 352 pages	2020		4			The Rules of Contagion: Why Things Spread - and Why They Stop by Adam Kucharski (2020)	Hardcover							352 				[2021-08-05]				Read but unowned		English	HM1033.K83	[]			302	Social Interaction > Social Sciences > Social Sciences		1		[2021-11-11]			24310295				
208333158	Phishing for Phools: The Economics of Manipulation and Deception	1	Akerlof, George A.	Author	Shiller, Robert J.	Author	Princeton University Press (2015), Edition: First Edition, 288 pages	2015		3			Phishing for Phools: The Economics of Manipulation and Deception by George A. Akerlof (2015)	Hardcover	288 p.; 9.3 inches	1.06262810284 pounds	9.3 inches	1.1 inches	6.4 inches	9.3 x 6.4 x 1.1 inches	288 				[2021-04-21]			nonfiction	Read but unowned	English	English	HB74.P8 A49443	[0691168318]	0691168318, 9780691168319		330.01	> > Economics > Economics > Philosophy And Psychology > Social Sciences		1	amazon.com books	[2021-11-11]			16214912				
208333159	Rich Dad's Who Took My Money?: Why Slow Investors Lose and Fast Money Wins!	1	Kiyosaki, Robert T.	Author	Lechter, Sharon L.	Author	Business Plus (2004), Edition: 1st Printing, 243 pages	2004		3			Rich Dad's Who Took My Money?: Why Slow Investors Lose and Fast Money Wins! by Robert T. Kiyosaki (2004)	Paperback	243 p.; 9.13 inches	0.7495716908 pounds	9.125 inches	0.875 inches	6.125 inches	9.125 x 6.125 x 0.875 inches	243 				[2021-04-27]			nonfiction	Read but unowned	English	English	HG4521 .K563	[0446691828]	0446691828, 9780446691826	Finance, Personal|Investments|investments	332.6	Economics > Finance > Investing > Social Sciences		1	amazon.com books	[2021-11-11]			224073				
208333160	Perfectly Confident: How to Calibrate Your Decisions Wisely	1	Moore, Don A.	Author			Harper Business (2020), Edition: Illustrated, 267 pages	2020		3			Perfectly Confident: How to Calibrate Your Decisions Wisely by Don A. Moore (2020)	Ebook	272 p.						272 				[2021-04-11]			nonfiction	Read but unowned	English	English	HD30.3 .M666	[]			658.4	Executive > Management > Management and auxiliary services > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			23875554				
208333162	The Myth of Sisyphus and Other Essays	5	Camus, Albert				Vintage International, Paperback, 212 pages	1991		3			The Myth of Sisyphus and Other Essays by Albert Camus (1991)	Paperback							212 				[2021-05-23]				Read but unowned			PQ2605.A3734	[]		French essays|Zelfmoord|Zin (filosofie)	844.91	1900- > 20th century > French > French essays > Literature		1		[2021-11-11]			5881536				
208333163	American Savage: Insights, Slights, and Fights on Faith, Sex, Love, and Politics	1	Savage, Dan	Author			Dutton (2013), 320 pages	2013		3			American Savage: Insights, Slights, and Fights on Faith, Sex, Love, and Politics by Dan Savage (2013)	Hardcover	301 p.						301 				[2021-04-13]				Read but unowned	English	English	HQ75.S28 A3	[0525954104]	0525954104, 9780525954101		306.76	Culture and Institutions > Relations between the sexes, sexualities, love > Sexual orientation, gender identity > Social Sciences > Social Sciences		1	amazon.com books	[2021-11-11]			13337598				
208333164	Hyperfocus: How to Be More Productive in a World of Distraction	1	Bailey, Chris	Author			Random House Canada (2018), 256 pages	2018		3			Hyperfocus: How to Be More Productive in a World of Distraction by Chris Bailey (2018)	Hardcover	256 p.; 9 inches	1 pound	9 inches	0.625 inches	6 inches	9 x 6 x 0.625 inches	256 				[2021-05-04]			nonfiction	Read but unowned	English	English	BF637.T5	[0735273685]	0735273685, 9780735273689		153.7	Cognition And Memory > Perception > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			22247605				
208333165	That Sounds Fun: The Joys of Being an Amateur, the Power of Falling in Love, and Why You Need a Hobby	1	Downs, Annie F.	Author			Revell (2021), 240 pages	2021		3			That Sounds Fun: The Joys of Being an Amateur, the Power of Falling in Love, and Why You Need a Hobby by Annie F. Downs (2021)	Hardcover	240 p.; 9.2 inches	0.82893810512 pounds	9.2 inches	1.1 inches	5.8 inches	9.2 x 5.8 x 1.1 inches	240 				[2021-04-15]				Read but unowned	English	English	BV4597 .D69	[0800738748]	0800738748, 9780800738747		248.4	Christian Devotional Literature and Practical Theology > Christian Life; experience and practice > Christian Living > Religions		1	amazon.com books	[2021-11-11]			25789231				
208333166	How Successful People Think: Change Your Thinking, Change Your Life	1	Maxwell, John C.	Author			Center Street (2009), 160 pages	2009		3			How Successful People Think: Change Your Thinking, Change Your Life by John C. Maxwell (2009)	Hardcover	127 p.; 6.55 inches	0.3968320716 pounds	6.55 inches	0.7 inches	4.75 inches	6.55 x 4.75 x 0.7 inches	127 				[2021-05-03]			nonfiction	Read but unowned	English	English	BF637.S8	[9781599951683]	9781599951683, 1599951681		158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			8321575				
208333167	The Behavior Gap	5	Richards, Carl				Portfolio, Kindle Edition, 195 pages	2012		3			The Behavior Gap by Carl Richards (2012)	Ebook							195 				[2021-09-10]				Read but unowned		English	HG179 .R447	[]			332.024	Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social Sciences		1		[2021-11-11]			11904167				
208333168	Why "A" Students Work for "C" Students and Why "B" Students Work for the Government: Rich Dad's Guide to Financial Education for Parents	1	Kiyosaki, Robert T.	Author			Plata Publishing (2013), Edition: 2nd, 224 pages	2013		1			Why "A" Students Work for "C" Students and Why "B" Students Work for the Government: Rich Dad's Guide to Financial Education for Parents by Robert T. Kiyosaki (2013)	Paperback	453 p.; 9 inches	1.09569744214 pounds	9 inches	1.25 inches	6.5 inches	9 x 6.5 x 1.25 inches	453 				[2021-04-28]			nonfiction	Read but unowned	English	English	HG222 .K596	[9781612680767]	9781612680767, 1612680763		332.024	Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social Sciences		1	amazon.com books	[2021-11-11]			13898543				
208333169	The Power of Starting Something Stupid	5	Norton, Richie	Author			Shadow Mountain (2013), Edition: Crds, 320 pages	2013		3			The Power of Starting Something Stupid by Richie Norton (2013)	Hardcover	294 p.; 8.5 inches	0.95 pounds	8.5 inches	1 inch	5.75 inches	8.5 x 5.75 x 1 inches	294 				[2021-05-09]			nonfiction	Read but unowned	English	English		[1609070097]	1609070097, 9781609070090		650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			13595781				
208333170	Redefining Financial Literacy: Knowledge for Empowering the Modern Investor	1	Couyoumjian, Cindy				Publisher Unknown, Kindle Edition, null pages	2021	<div>The emphasis on <em>requiring</em> a financial advisor for your investment goals does not line up well with the purported goal of financial literacy.  Additionally, the author repeats thoughts almost verbatim even in the same section of the text.  I found myself increasingly skimming the text to find valuable nuggets of information, but eventually felt that I was skimming so much that it would make more sense to stop reading.<br><br>The book may provide more value to someone who has less exposure to financial concepts, and perhaps my disappointment is a result of simply being the wrong audience for this book.</div>	2			Redefining Financial Literacy: Knowledge for Empowering the Modern Investor by Cindy Couyoumjian (2021)	Ebook							null 				[2021-09-27]			goodreads giveaway, nonfiction	Did Not Finish				[]						1		[2021-11-11]			26635265				
208333171	How to Be a Leader: An Ancient Guide to Wise Leadership (Ancient Wisdom for Modern Readers)	1	Plutarch	Author	Beneker, Jeffrey|Beneker, Jeffrey	Editor|Translator	Princeton University Press (2019), Edition: Bilingual, 416 pages	2019		3			How to Be a Leader: An Ancient Guide to Wise Leadership (Ancient Wisdom for Modern Readers) by Plutarch (2019)	Hardcover	416 p.; 6.8 inches	1 pound	6.8 inches	1.5 inches	4.8 inches	6.8 x 4.8 x 1.5 inches	416 				[2021-05-05]				Read but unowned	English	English	PA4368.A23	[0691192111]	0691192111, 9780691192116		873.01	Epic poetry, Latin > Latin > Latin fiction > Literature > Origins –500		1	amazon.com books	[2021-11-11]			23878812				
208333172	Pitch Anything: An Innovative Method for Presenting, Persuading, and Winning the Deal	1	Klaff, Oren	Author			McGraw-Hill Education (2011), Edition: 1, 240 pages	2011		2			Pitch Anything: An Innovative Method for Presenting, Persuading, and Winning the Deal by Oren Klaff (2011)	Hardcover	240 p.; 9.3 inches	1.0141264052 pounds	9.3 inches	0.9 inches	6.4 inches	9.3 x 6.4 x 0.9 inches	240 				[2021-04-29]			nonfiction	Read but unowned	English	English	HF5438.P74 K53	[0071752854]	0071752854, 9780071752855		658.452	Communication > Executive > Management > Management and auxiliary services > Presentations > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			11582115				
208333173	Meditation for Fidgety Skeptics: A 10% Happier How-to Book	1	Harris, Dan	Author	Adler, Carlye|Warren, Jeffrey	Author|Author	Harmony (2017), 304 pages	2017		3			Meditation for Fidgety Skeptics: A 10% Happier How-to Book by Dan Harris (2017)	Hardcover	304 p.; 8.56 inches	0.9 pounds	8.56 inches	0.99 inches	5.77 inches	8.56 x 5.77 x 0.99 inches	304 				[2021-05-19]			nonfiction	Read but unowned	English	English	BF637.M4 H37	[0399588949]	0399588949, 9780399588945		158.12	Applied Psychology > Personal improvement and analysis > Personal improvement and analysis through meditation > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			20548201				
208333174	Personality Isn't Permanent: Break Free from Self-Limiting Beliefs and Rewrite Your Story	1	Hardy, Benjamin P.				Portfolio, Kindle Edition, 256 pages	2020		1			Personality Isn't Permanent: Break Free from Self-Limiting Beliefs and Rewrite Your Story by Benjamin P. Hardy (2020)	Ebook							256 				[2021-10-21]			nonfiction	Did Not Finish		English	BF698.H337	[]			155.2	Developmental And Differential Psychology > Individual Psychology > Philosophy and Psychology > Psychology		1		[2021-11-11]			23807794				
