Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
208333229	Angrynomics	1	Lonergan, Eric	Author			Agenda Publishing (2020), Edition: 1, 201 pages	2020		3			Angrynomics by Eric Lonergan (2020)	Ebook	192 p.						192 				[2021-07-12]			nonfiction	Read but unowned	English	English	HB74.P65 L66	[]			330	Economics > Economics > Social Sciences		1	amazon.com books	[2021-11-11]			24349168				
208333230	The Burning Maze (The Trials of Apollo, #3)	5	Riordan, Rick				Disney-Hyperion, Kindle Edition, 448 pages	2018		4			The Burning Maze (The Trials of Apollo, #3) by Rick Riordan (2018)	Ebook							448 				[2021-09-11]				Read but unowned		English	PZ7.R4829 B	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			20141337				
208333231	Mental Health and Wellbeing in the Workplace: A Practical Guide for Employers and Employees	1	Hasson, Gill	Author	Butler, Donna	Author	Capstone (2020), Edition: 1, 237 pages	2020		3			Mental Health and Wellbeing in the Workplace: A Practical Guide for Employers and Employees by Gill Hasson (2020)	Ebook	224 p.						224 				[2021-07-06]			nonfiction	Read but unowned	English		HF5548.8 .H377	[]			158.7	Applied Psychology > Industrial psychology > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			25222065				
208333232	The Myth of Sanity: Divided Consciousness and the Promise of Awareness	5	Stout, Martha	Author			Penguin Books (2002), Edition: Reissue, 288 pages	2002		3			The Myth of Sanity: Divided Consciousness and the Promise of Awareness by Martha Stout (2002)	Paperback	252 p.; 7.73 inches	0.49 pounds	7.73 inches	0.59 inches	5.07 inches	7.73 x 5.07 x 0.59 inches	252 				[2021-07-08]				Read but unowned	English	English	RC553.D5 S76	[0142000558]	0142000558, 9780142000557	Adult child abuse victims|Dissociative Disorders|Dissociative disorders|Post-traumatic stress disorder	362	Social Sciences > Social problems and services; associations > Social problems of & services to groups of people		1	amazon.com books	[2021-11-11]			340829				
208333234	The Science of Storytelling	5	Storr, Will				William Collins, Kindle Edition, 144 pages	2019		4			The Science of Storytelling by Will Storr (2019)	Ebook							144 				[2021-09-04]				Read but unowned		English	PN3355 .S87	[]			808.3	By Topic > Literature > Rhetoric and anthologies > Rhetoric of fiction		1		[2021-11-11]			23155557				
208333235	Start with Why: How Great Leaders Inspire Everyone to Take Action	1	Sinek, Simon	Author			Portfolio (2009), Edition: Illustrated, 256 pages	2009		3			Start with Why: How Great Leaders Inspire Everyone to Take Action by Simon Sinek (2009)	Hardcover	256 p.; 8.5 inches	0.75 pounds	8.5 inches	1.1 inches	5.6 inches	8.5 x 5.6 x 1.1 inches	256 				[2021-07-04]			nonfiction	Read but unowned	English	English	HD57 .S549	[1591842808]	1591842808, 9781591842804		658.4	Executive > Management > Management and auxiliary services > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			8923629				
208333236	Power Hour: How to Focus on Your Goals and Create a Life You Love	1	Herbert, Adrienne	Autor			Hutchinson (2020), 320 pages	2020		3			Power Hour: How to Focus on Your Goals and Create a Life You Love by Adrienne Herbert (2020)	Hardcover	304 p.; 8.82 inches	0.95019234922 pounds	8.81888 inches	1.22047 inches	5.78739 inches	8.81888 x 5.78739 x 1.22047 inches	304 				[2021-07-21]			nonfiction	Read but unowned	English			[1786332698]	1786332698, 9781786332691					1	amazon.com books	[2021-11-11]			27289808				
208333238	The Little Book That Still Beats the Market: 29 (Little Books. Big Profits)	5	Greenblatt, Joel	Author	Tobias, Andrew	Foreword	Wiley (2010), Edition: 1, 208 pages	2010		3			The Little Book That Still Beats the Market: 29 (Little Books. Big Profits) by Joel Greenblatt (2010)	Hardcover	208 p.; 7.1 inches	0.55556490024 pounds	7.098411 inches	1.098423 inches	5.200777 inches	7.098411 x 5.200777 x 1.098423 inches	208 				[2021-07-12]			nonfiction	Read but unowned	English	English	HG6041 .G724	[0470624159]	0470624159, 9780470624159		332.63228	Economics > Finance > Investing > Personal Investing > Social Sciences > Speculation > Stocks > Types Of Investments And Other Topics		1	amazon.com books	[2021-11-11]			10261951				
208333239	Social Chemistry: Decoding the Patterns of Human Connection	1	King, Marissa	Author			Dutton (2021), 368 pages	2021		4			Social Chemistry: Decoding the Patterns of Human Connection by Marissa King (2021)	Hardcover	368 p.; 9.27 inches	1.4 pounds	9.27 inches	1.23 inches	6.22 inches	9.27 x 6.22 x 1.23 inches	368 				[2021-07-13]				Read but unowned	English	English	HM1106 .K565	[1524743801]	1524743801, 9781524743802		302.0000	Social Interaction > Social Sciences > Social Sciences		1	amazon.com books	[2021-11-11]			24200765				
208333240	Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead	1	Brown, Brené				Gotham Books, Kindle Edition, 290 pages	2012		4			Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead by Brené Brown (2012)	Ebook							290 				[2021-08-30]			nonfiction	Read but unowned		English	BF575.A85 B76	[]			158	Applied Psychology > Philosophy and Psychology > Psychology		1		[2021-11-11]			12508090				
208333241	Emotional First Aid: Practical Strategies for Treating Failure, Rejection, Guilt, and Other Everyday Psychological Injuries	1	Winch Ph.D., Guy	Author			Avery (2013), Edition: 1, 304 pages	2013		4			Emotional First Aid: Practical Strategies for Treating Failure, Rejection, Guilt, and Other Everyday Psychological Injuries by Guy Winch Ph.D. (2013)	Hardcover	304 p.; 8.52 inches	1 pound	8.52 inches	1 inch	5.76 inches	8.52 x 5.76 x 1 inches	304 				[2021-07-09]			nonfiction	Read but unowned	English	English	BF632 .W556	[1594631204]	1594631204, 9781594631207		158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			13937669				
208333242	Privacy is Power: Why and How You Should Take Back Control of Your Data	1	Véliz, Carissa	Author			Bantam Press (2020), 224 pages	2021		3			Privacy is Power: Why and How You Should Take Back Control of Your Data by Carissa Véliz (2021)	Hardcover	224 p.; 9.06 inches	0.88846291586 pounds	9.0551 inches	1.1811 inches	5.9055 inches	9.0551 x 5.9055 x 1.1811 inches	224 				[2021-07-26]				Read but unowned	English	English	QA76.A25 V45	[1787634043]	1787634043, 9781787634046		005.8	Computer Security > Computer programming, programs, data, security > Computing and Information > Information		1	amazon.com books	[2021-11-11]			25487422				
208333243	Decoding the World: A Roadmap for the Questioner (The Convergence Trilogy)	1	Bronson, Po	Author	Gupta, Arvind	Author	Twelve (2020), Edition: Illustrated, 352 pages	2020		2			Decoding the World: A Roadmap for the Questioner (The Convergence Trilogy) by Po Bronson (2020)	Hardcover	352 p.; 9.35 inches	1.25 pounds	9.35 inches	1.4 inches	6.5 inches	9.35 x 6.5 x 1.4 inches	352 				[2021-07-24]				Read but unowned	English	English	TP248.6 .B76	[1538734311]	1538734311, 9781538734315		660.6	Biotechnology > Chemical Technology > Chemistry; Chemical Engineering  > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			24992090				
208333244	Ultralearning: Master Hard Skills, Outsmart the Competition, and Accelerate Your Career	1	Young, Scott H.				HarperBusiness, Kindle Edition, 304 pages	2019		4			Ultralearning: Master Hard Skills, Outsmart the Competition, and Accelerate Your Career by Scott H. Young (2019)	Ebook							304 				[2021-08-29]			nonfiction	Read but unowned		English	HF5381 .Y698	[]			650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge		1		[2021-11-11]			23552816				
208333245	The Unexpected Joy of the Ordinary: In Celebration of Being Average	5	Gray, Catherine	Author	Gray, Catherine	Reader	Aster (2019), 288 pages	2019		4			The Unexpected Joy of the Ordinary: In Celebration of Being Average by Catherine Gray (2019)	Hardcover	288 p.; 8.8 inches	0.9700339528 pounds	8.8 inches	1.2 inches	5.65 inches	8.8 x 5.65 x 1.2 inches	288 				[2021-07-22]			nonfiction	Read but unowned	English	English		[1783253371]	1783253371, 9781783253371		158	Applied Psychology > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			24197649				
208333246	Everything is Figureoutable: The #1 New York Times Bestseller	1	Forleo, Marie	Author			Portfolio Penguin (2019), 304 pages	2019		3			Everything is Figureoutable: The #1 New York Times Bestseller by Marie Forleo (2019)	Paperback	304 p.; 9.21 inches	0.81350574678 pounds	9.21258 inches	0.86614 inches	6.02361 inches	9.21258 x 6.02361 x 0.86614 inches	304 				[2021-07-14]			nonfiction	Read but unowned	English	English	BF637.S8 F624	[0241341035]	0241341035, 9780241341032		158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			23430858				
208333248	Wait: The Art and Science of Delay	1	Partnoy, Frank	Author			PublicAffairs,U.S. (2012), 290 pages	2012		4			Wait: The Art and Science of Delay by Frank Partnoy (2012)	Hardcover	290 p.; 9.75 inches	1.15081300764 pounds	9.75 inches	1.25 inches	6.5 inches	9.75 x 6.5 x 1.25 inches	290 				[2021-07-29]			nonfiction	Read but unowned	English	English	BF637.P76 P37	[1610390040]	1610390040, 9781610390040		153.8	Cognition And Memory > Decision Making And Persuasion > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			12529251				
208333249	Relentless Solution Focus: Train Your Mind to Conquer Stress, Pressure, and Underperformance	1	Selk, Jason	Author	Reed, Ellen	Primary Contributor	McGraw-Hill Education (2021), Edition: 1, 256 pages	2021		3			Relentless Solution Focus: Train Your Mind to Conquer Stress, Pressure, and Underperformance by Jason Selk (2021)	Hardcover	256 p.; 9.1 inches	1.0141264052 pounds	9.1 inches	1.2 inches	6 inches	9.1 x 6 x 1.2 inches	256 				[2021-07-27]			nonfiction	Read but unowned	English	English		[1260460118]	1260460118, 9781260460117					1	amazon.com books	[2021-11-11]			27289789				
208333250	The Dark Prophecy (The Trials of Apollo, #2)	5	Riordan, Rick				Disney Hyperion, Kindle Edition, 432 pages	2017		4			The Dark Prophecy (The Trials of Apollo, #2) by Rick Riordan (2017)	Ebook							432 				[2021-08-28]				Read but unowned		English	PZ7.R4829 D	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			17568812				
208333251	Let's Talk: Make Effective Feedback Your Superpower	1	Huston, Therese	Author			Portfolio (2021), 304 pages	2021		3			Let's Talk: Make Effective Feedback Your Superpower by Therese Huston (2021)	Hardcover	304 p.; 8.5 inches	0.8 pounds	8.5 inches	1 inch	5.7 inches	8.5 x 5.7 x 1 inches	304 				[2021-07-27]			nonfiction	Read but unowned	English	English	BF319.F4 H87	[0593086627]	0593086627, 9780593086629		658.3145	Elements of personnel management > Management > Management and auxiliary services > Motivation, morale, discipline > Of Personnel > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			26067102				
208333252	Empire: How Britain Made the Modern World	1	Ferguson, Niall	Author			Penguin (2009), Edition: New Ed, 448 pages	2004		2			Empire: How Britain Made the Modern World by Niall Ferguson (2004)	Paperback	422 p.	0.85 pounds	7.7 inches	1.2 inches	5.1 inches	7.7 x 5.1 x 1.2 inches	422 				[2021-07-26]			nonfiction	Read but unowned	English	English	DA16 .F47	[9780141007540]	9780141007540, 0141007540	Civilization, Modern > British influences|Commonwealth countries|Great Britain > Colonies > History|Great Britain > Foreign relations|Great Britain > History|Imperialism|Imperialism > History|Overzeese expansie|imperialism	909.09	History > History and Geography > Other Geographic Classifications > World history		1	amazon.com books	[2021-11-11]			7516				
208333253	The Hidden Oracle (The Trials of Apollo, #1)	5	Riordan, Rick				Disney-Hyperion, Kindle Edition, 384 pages	2016		4			The Hidden Oracle (The Trials of Apollo, #1) by Rick Riordan (2016)	Ebook							384 				[2021-08-22]				Read but unowned		English	PZ7.R4829 H	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			16894520				
208333254	The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom	5	Haidt, Jonathan	Author			Basic Books (2006), Edition: 1, 320 pages	2006		3			The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom by Jonathan Haidt (2006)	Paperback	297 p.; 9 inches	0.8598028218 pounds	9 inches	1.2 inches	6 inches	9 x 6 x 1.2 inches	297 				[2021-08-08]			nonfiction	Read but unowned	English	English	BJ1481 .H14	[0465028020]	0465028020, 9780465028023	Geluk|Happiness	170	Ethics > Ethics -- Subdivisions > Philosophy and Psychology		1	amazon.com books	[2021-11-11]			643512				
208333255	The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It	5	McGonigal PH.D., Kelly	Author			Avery Publishing Group (2011), Edition: Illustrated, 288 pages	2011		4			The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It by Kelly McGonigal PH.D. (2011)	Hardcover	275 p.; 9.3 inches	1.05 pounds	9.3 inches	1.1 inches	6.2 inches	9.3 x 6.2 x 1.1 inches	275 				[2021-08-01]			nonfiction	Read but unowned	English	English	BF632 .M363	[1583334386]	1583334386, 9781583334386		153.8	Cognition And Memory > Decision Making And Persuasion > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			11767481				
208333256	Zen: The Art of Simple Living	1	Masuno, Shunmyo	Author			Michael Joseph (2019), 224 pages	2019		4			Zen: The Art of Simple Living by Shunmyo Masuno (2019)	Hardcover	224 p.; 7.09 inches	0.9259415004 pounds	7.0866 inches	0.7874 inches	5.1181 inches	7.0866 x 5.1181 x 0.7874 inches	224 				[2021-07-30]				Read but unowned	English	English	BF575.H27 M	[024137183X]	024137183X, 9780241371831		294.3	Buddhism > Other Religions > Religions > Religions of Indic origin		1	amazon.com books	[2021-11-11]			22683920				
208333257	The Blood of Olympus (The Heroes of Olympus, #5)	5	Riordan, Rick				Disney Hyperion, Kindle Edition, 502 pages	2014		4			The Blood of Olympus (The Heroes of Olympus, #5) by Rick Riordan (2014)	Ebook							502 				[2021-08-18]				Read but unowned		English	PZ7.R4829 B	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			14400745				
208333258	A Little History of Economics (Little Histories)	3	Kishtainy, Niall	Author			Yale University Press (2017), 256 pages	2017		3			A Little History of Economics (Little Histories) by Niall Kishtainy (2017)	Hardcover	256 p.; 8.6 x 1.1 inches	1.1464037624 pounds	1.1 inches	5.8 inches	8.6 inches	1.1 x 8.6 x 5.8 inches	256 				[2021-07-29]				Read but unowned	English	English	HB71 .K527	[0300206364]	0300206364, 9780300206364		330.09	> > Biography And History > Economics > Economics > Social Sciences		1	amazon.com books	[2021-11-11]			19231550				
208333260	Rejection Proof: How I Beat Fear and Became Invincible Through 100 Days of Rejection	1	Jiang, Jia	Author			Harmony (2015), 240 pages	2015		3			Rejection Proof: How I Beat Fear and Became Invincible Through 100 Days of Rejection by Jia Jiang (2015)	Hardcover	240 p.; 8.6 inches	0.78705027534 pounds	8.6 inches	0.86 inches	5.9 inches	8.6 x 5.9 x 0.86 inches	240 				[2021-08-08]			nonfiction	Read but unowned	English	English	BF575.R35 J53	[080414138X]	080414138X, 9780804141383		158.2	Applied Psychology > Interpersonal relations > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			15872066				
208333261	Storyworthy: Engage, Teach, Persuade, and Change Your Life through the Power of Storytelling	1	Dicks, Matthew	Author			New World Library (2018), 304 pages	2018		4			Storyworthy: Engage, Teach, Persuade, and Change Your Life through the Power of Storytelling by Matthew Dicks (2018)	Paperback	368 p.; 8.5 inches	0.95 pounds	8.5 inches	0.75 inches	5.25 inches	8.5 x 5.25 x 0.75 inches	368 				[2021-08-11]				Read but unowned	English	English	LB1042 .D53	[1608685489]	1608685489, 9781608685486		372.677	Education > Language arts (Communication skills) > Other oral presentations > Primary education (Elementary education) > Social Sciences > Storytelling		1	amazon.com books	[2021-11-11]			22015096				
208333262	How To Be F*cking Awesome	1	Meredith, Dan				Rethink Press, Kindle Edition, 192 pages	2016		3			How To Be F*cking Awesome by Dan Meredith (2016)	Ebook							192 				[2021-08-16]			nonfiction	Read but unowned		English		[]			158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1		[2021-11-11]			18422396				
208333263	Meltdown: Why Our Systems Fail and What We Can Do About It	1	Clearfield, Chris	Author	Tilcsik, András	Author	Penguin Press (2018), 304 pages	2018		3			Meltdown: Why Our Systems Fail and What We Can Do About It by Chris Clearfield (2018)	Hardcover	304 p.; 9.5 inches		9.5 inches	1.02 inches	6.5 inches	9.5 x 6.5 x 1.02 inches	304 				[2021-08-05]			nonfiction	Read but unowned	English	English	BF575.F14 C54	[9780735222632]	9780735222632, 0735222630		158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-11-11]			20870526				
208333265	The Elephant in the Brain: Hidden Motives in Everyday Life	5					Publisher Unknown, 408 pages			4			The Elephant in the Brain: Hidden Motives in Everyday Life	Other							408 				[2021-08-12]			nonfiction	Read but unowned		English	BF697.S426 S56	[0190496010]	0190496010, 9780190496012		153.8	Cognition And Memory > Decision Making And Persuasion > Philosophy and Psychology > Psychology		1		[2021-11-11]			19982533				
208333266	Good to Great: Why Some Companies Make the Leap and Others Don't	1	Collins, Jim	Author			HarperBusiness (2001), Edition: 1st, 400 pages	2001		2			Good to Great: Why Some Companies Make the Leap and Others Don't by Jim Collins (2001)	Hardcover	300 p.; 9.25 inches	1.1 pounds	9.25 inches	1.05 inches	6.12 inches	9.25 x 6.12 x 1.05 inches	300 				[2021-08-14]			nonfiction	Read but unowned	English	English	HD57 .C645	[9780066620992]	9780066620992, 0066620996	Administrative Personnel|Leadership|Organizational Culture|Organizational Innovation|Organizational change|Organizational innovation|Strategic planning|Technological innovations > Management|Technology > organization & administration|leadership|organizational change|strategic planning	658	Management > Management and auxiliary services > Technology and Application of Knowledge		1	amazon.com books	[2021-11-11]			27245				
208333267	The Paper Solution: What to Shred, What to Save, and How to Stop It From Taking Over Your Life	5	Woodruff, Lisa				G.P. Putnam's Sons, Kindle Edition, null pages	2020		4			The Paper Solution: What to Shred, What to Save, and How to Stop It From Taking Over Your Life by Lisa Woodruff (2020)	Ebook							null 				[2021-08-03]			nonfiction	Read but unowned			BJ1533.O73 W673	[]			651.51	Management and auxiliary services > Office Equipment and Methods > Record Management > Technology and Application of Knowledge		1		[2021-11-11]			25238461				
208333268	A World Without Email: Reimagining Work in an Age of Communication Overload	3	Newport, Cal	Author			Portfolio (2021), 320 pages	2021		3			A World Without Email: Reimagining Work in an Age of Communication Overload by Cal Newport (2021)	Hardcover	320 p.; 8.52 inches	0.9 pounds	8.52 inches	1.02 inches	5.69 inches	8.52 x 5.69 x 1.02 inches	320 				[2021-08-17]			nonfiction	Read but unowned	English	English	HF5718.N395	[0525536558]	0525536558, 9780525536550		384.3	Commerce, Communications, Transportation > Internet > Social Sciences > Telecommunications (Telegraph, Internet, Cables, Broadcasting, Telephones, Movies)		1	amazon.com books	[2021-11-11]			25650035				
208333269	Anything You Want	1	Sivers, Derek				Publisher Unknown, Kindle Edition, 90 pages	1969		4			Anything You Want by Derek Sivers (1969)	Ebook							90 				[2021-08-01]			nonfiction	Read but unowned		English	HD62.5 S58	[]			658.421	Executive > Management > Management and auxiliary services > Technology and Application of Knowledge		1		[2021-11-11]			11455217				
208333270	The Mark of Athena (The Heroes of Olympus, #3)	5	Riordan, Rick				Disney Hyperion, Kindle Edition, 592 pages	2012		4			The Mark of Athena (The Heroes of Olympus, #3) by Rick Riordan (2012)	Ebook							592 				[2021-07-06]				Read but unowned		English	PZ7.R4829 M	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			12012204				
208333272	Exceptional: Build Your Personal Highlight Reel and Unlock Your Potential	1	Cable, Daniel M.				Chronicle Prism, Kindle Edition, 248 pages	2020		4			Exceptional: Build Your Personal Highlight Reel and Unlock Your Potential by Daniel M. Cable (2020)	Ebook							248 				[2021-07-20]			nonfiction	Read but unowned				[]			158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1		[2021-11-11]			25536240				
208333277	The Son of Neptune (The Heroes of Olympus, #2)	5	Riordan, Rick				Disney Hyperion, Kindle Edition, 544 pages	2011		4			The Son of Neptune (The Heroes of Olympus, #2) by Rick Riordan (2011)	Ebook							544 				[2021-06-30]				Read but unowned		English	PZ7.R4829 S	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			10993313				
208333279	Steal Like an Artist: 10 Things Nobody Told You About Being Creative	1	Kleon, Austin				Workman Publishing Company , Kindle Edition, 160 pages	2012		4			Steal Like an Artist: 10 Things Nobody Told You About Being Creative by Austin Kleon (2012)	Ebook							160 				[2021-06-30]			nonfiction	Read but unowned		English	BF408 .K55	[]			153.3	Cognition And Memory > Creativity And Visualization > Philosophy and Psychology > Psychology		1		[2021-11-11]			12298906				
208333281	The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life: Before 8AM	5	Elrod, Hal				Publisher Unknown, Kindle Edition, 172 pages	2012		2			The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life: Before 8AM by Hal Elrod (2012)	Ebook							172 				[2021-06-27]			nonfiction	Read but unowned		English	BF575.S75	[]			158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1		[2021-11-11]			13613353				
208333283	Digital Minimalism: Choosing a Focused Life in a Noisy World	1	Newport, Cal				Portfolio, Kindle Edition, 302 pages	2019		4			Digital Minimalism: Choosing a Focused Life in a Noisy World by Cal Newport (2019)	Ebook							302 				[2021-06-19]				Read but unowned		English	HM851 .N49256	[]			303.48	Causes of change > Social Processes > Social Sciences > Social Sciences > Social change		1		[2021-11-11]			22057749				
208333284	Think Again: The Power of Knowing What You Don't Know	1					Publisher Unknown, 307 pages			3			Think Again: The Power of Knowing What You Don't Know	Hardcover							307 				[2021-06-15]			nonfiction	Read but unowned			BF441 .G693	[1984878107]	1984878107, 9781984878106		153.4	Cognition And Memory > Philosophy and Psychology > Psychology > Thought, thinking, reasoning, intuition, value, judgment		1		[2021-11-11]			25520332				
208333286	The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)	5	Riordan, Rick				Hyperion Books for Children, Hardcover, 361 pages	2008		4			The Battle of the Labyrinth (Percy Jackson and the Olympians, #4) by Rick Riordan (2008)	Hardcover							361 				[2021-05-31]				Read but unowned		English	PZ7.R4829 B	[]		Animals, Mythical > Fiction|Animals, Mythical > Juvenile fiction|Camps > Fiction|Camps > Juvenile fiction|Labyrinths > Fiction|Labyrinths > Juvenile fiction|Monsters > Fiction|Monsters > Juvenile fiction|Mythology, Greek > Fiction|Mythology, Greek > Juvenile fiction|Titans (Mythology) > Fiction|Titans (Mythology) > Juvenile fiction	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1		[2021-11-11]			4264201				
208333287	Stop Reading the News: A Manifesto for a Happier, Calmer and Wiser Life	1	Dobelli, Rolf				Sceptre, Kindle Edition, 176 pages	2020		3			Stop Reading the News: A Manifesto for a Happier, Calmer and Wiser Life by Rolf Dobelli (2020)	Ebook							176 				[2021-05-31]			nonfiction	Read but unowned		English		[]			070.43	Information > Journalism > Journalism And Publishing > Journalism And Publishing > Reporting		1		[2021-11-11]			23845068				
208333288	Make Your Bed: Little Things That Can Change Your Life...And Maybe the World	1	McRaven, William H.				Grand Central Publishing, Kindle Edition, 125 pages	2017		4			Make Your Bed: Little Things That Can Change Your Life...And Maybe the World by William H. McRaven (2017)	Ebook							125 				[2021-05-31]			nonfiction	Read but unowned		English	BJ1589 .M37	[]			179.6	Ethics > Heroism - Bravery - Cowardice > Other Ethical Topics  > Philosophy and Psychology		1		[2021-11-11]			19301587				
208333291	Communicate with Mastery: Speak With Conviction and Write for Impact	1	Schramm, Jd				Wiley, Kindle Edition, 240 pages	2020		3			Communicate with Mastery: Speak With Conviction and Write for Impact by Jd Schramm (2020)	Ebook							240 				[2021-05-30]			nonfiction	Read but unowned		English	BV4597.3 .S34	[]			658.4	Executive > Management > Management and auxiliary services > Technology and Application of Knowledge		1		[2021-11-11]			24180436				
208333294	Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life	1	Kwik, Jim				Hay House Inc., Kindle Edition, 343 pages	2020		3			Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life by Jim Kwik (2020)	Ebook							343 				[2021-05-18]			nonfiction	Read but unowned		English	BF637.S8 K89	[]			158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1		[2021-11-11]			24582539				
208333295	Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones	1	Clear, James				Avery, Kindle Edition, 319 pages	2018		4			Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones by James Clear (2018)	Ebook							319 				[2021-05-17]			nonfiction	Read but unowned		English	BF335 .C525	[]			155.2	Developmental And Differential Psychology > Individual Psychology > Philosophy and Psychology > Psychology		1		[2021-11-11]			22165873				
208333297	The Procrastination Cure: 21 Proven Tactics For Conquering Your Inner Procrastinator, Mastering Your Time, And Boosting Your Productivity!	5	Zahariades, Damon				Publisher Unknown, Kindle Edition, 168 pages	2017		3			The Procrastination Cure: 21 Proven Tactics For Conquering Your Inner Procrastinator, Mastering Your Time, And Boosting Your Productivity! by Damon Zahariades (2017)	Ebook							168 				[2021-05-16]			nonfiction	Read but unowned		English		[]						1		[2021-11-11]			20931381				
208333298	Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers	1	Ferriss, Timothy				Houghton Mifflin Harcourt, Kindle Edition, 707 pages	2016		3			Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers by Timothy Ferriss (2016)	Ebook							707 				[2021-05-16]			nonfiction	Read but unowned		English	BF637.S8 F43	[]			158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1		[2021-11-11]			18640567				
208333319	Dare to lead : bold work, tough conversations, whole hearts	1	Brown, Bren©♭				London : Vermilion : Ebury Digital, 2018.	2018		4			Dare to lead : bold work, tough conversations, whole hearts by Bren©♭ Brown (2018)	Ebook							332 				[2021-06-26]			nonfiction	Read but unowned	English	English	HD57 .B764	[147356252X]	147356252X, 9781473562523	Electronic Books|Electronic books|Transformational leadership|electronic books	DIGITAL			1	Christchurch City Libraries	[2021-11-11]			22235465				
208333320	The Janus Point	5	Barbour, Julian B.				London : Vintage Digital, 2018.	2018		3			The Janus Point by Julian B. Barbour (2018)	Ebook							null 				[2021-08-13]			nonfiction	Read but unowned	English			[1473548861]	1473548861, 9781473548862	COSMOLOGY|Cosmology|Entropy|TIME|Time|cosmology|time	529	Astronomy > Chronology > Natural sciences and mathematics		1	British Library	[2021-11-11]			26880784				
208333720	1% Success Habits: 10 Daily Habits to Crush Your Day	1	Nankivell, Brandon	Author			(2019), 31 pages	2019		2			1% Success Habits: 10 Daily Habits to Crush Your Day by Brandon Nankivell (2019)	Ebook														nonfiction	Your library	English			[]						1	amazon.com books	[2021-11-11]			25094065				
208333811	Social Chemistry: Decoding the Patterns of Human Connection	1	King, Marissa	Author			Dutton (2021), 368 pages	2021					Social Chemistry: Decoding the Patterns of Human Connection by Marissa King (2021)	Hardcover	368 p.; 9.27 inches	1.4 pounds	9.27 inches	1.23 inches	6.22 inches	9.27 x 6.22 x 1.23 inches	368 								To read	English	English	HM1106 .K565	[1524743801]	1524743801, 9781524743802		302.0000	Social Interaction > Social Sciences > Social Sciences		1	amazon.com books	[2021-11-11]			24200765				
